4691,66
13725,66
55291,2405
464853,3486
66,4691
91767,5491
128989,5912
7597,8159
206249,10037
30117,13069
249292,13069
33803,13537
66,13725
36012,14095
346262,14567
21487,14773
19423,14941
19423,16574
245289,17169
230032,17882
14941,19423
16574,19423
153042,19423
367605,20286
208318,20421
308840,20496
33025,20878
41327,20975
328752,21230
14773,21487
90891,21767
69670,23583
396164,27451
259732,30117
333346,30963
32798,32731
211034,32731
20878,33025
52023,33244
13537,33803
320784,34090
133333,34932
14095,36012
181267,36012
51126,36876
521079,40937
514673,43306
697229,45309
39252,47091
582611,49325
36876,51126
1100293,52021
396851,54830
81104,55942
291070,55942
57470,55946
195346,60104
677125,60104
265565,60619
211034,61514
257,61696
393808,61696
472317,62616
479444,63694
266960,64042
500969,68349
23583,69670
740530,70528
189337,71825
744827,71825
89140,71841
349894,71841
252457,71891
135905,72281
410104,72745
209530,74494
109297,78141
707893,78141
324984,80358
421541,80402
788164,80402
487274,80593
459441,80711
249885,81104
792105,81104
300946,82227
3493,82878
453425,85221
149018,86204
434191,87145
817631,87365
155842,88759
350810,88759
71841,89140
748770,89357
114087,89935
21767,90891
5491,91767
120733,92328
165906,95669
40377,95707
417859,95751
322683,98798
502336,99232
400936,99519
477821,99519
130202,100192
181,101169
135292,101169
872371,102719
225501,102901
816097,102901
1044409,103288
133380,105581
25548,107591
234830,109429
134308,109527
378457,112343
114507,114540
185028,115687
565823,116605
185923,117695
249885,118472
344716,118928
321343,120111
92328,120733
283381,121045
237350,123648
825179,124198
458429,128748
173356,128787
5912,128989
100192,130202
283381,131351
34932,133333
274129,133378
105581,133380
170868,133443
13725,133621
109527,134308
6335,134989
39930,134991
48196,134991
101169,135292
6335,139055
278398,139216
347964,139216
823195,139216
198657,142780
278398,142882
347964,142882
27213,142937
143041,142937
583422,142937
142937,143041
790329,143324
360817,144182
299632,144188
309038,146430
707893,146501
44519,146742
86204,149018
992611,149472
703946,149946
623436,151459
434963,153784
211034,153967
742997,154780
88759,155842
504479,156417
610484,156705
719818,156959
579384,157237
784872,159476
658021,160018
1015375,160018
55618,160440
1072673,160440
745335,162163
261496,164039
166271,166110
274401,166110
166110,166271
449838,166271
477040,172620
172885,172653
526289,172653
526289,172885
128787,173356
577925,175060
220908,177188
334309,177188
424757,177188
826698,177403
370990,177692
638711,177692
322665,179220
484173,179980
1134647,181267
456424,183675
185727,184397
437528,184626
184397,185727
1245710,186084
837149,188410
71825,189337
506002,190906
1084746,192732
165482,194167
684786,194659
288635,195346
423059,196983
416749,197403
142780,198657
262464,202499
573988,202898
631783,204594
579653,205295
321576,205621
10037,206249
910854,208047
622046,208741
74494,209530
314132,212182
10163,212750
424344,215232
177188,220908
424757,220908
227812,225904
67922,226009
225904,227812
191256,230056
266960,230056
274405,230056
266977,231566
803267,232317
607364,234212
832009,234710
109429,234830
356286,234898
281500,234970
1097349,235478
827811,236477
123648,237350
366609,241248
287907,241697
329096,241731
204594,241743
849393,242512
243382,243302
243302,243382
501568,243382
17169,245289
380783,246425
319715,246511
344839,246769
1166143,248939
81104,249885
118472,249885
986683,250199
27213,251397
253389,254120
207593,260333
164039,261496
261497,261496
738375,261496
261496,261497
321985,262336
768040,262336
109529,262464
202499,262464
316194,264102
461016,265565
524065,266090
407185,266107
416163,266296
64042,266960
487345,266962
1321190,266962
270640,266977
413801,269450
266977,270640
542299,270798
816205,270798
611374,273587
679281,274076
555569,274941
291070,277436
139216,278398
142882,278398
361850,278398
947383,278626
1072878,281500
74494,281519
517962,282570
599228,282570
897974,282570
1142287,282570
872704,282879
121045,283381
340241,283392
266527,283502
82924,285645
394145,287809
241697,287907
421899,287910
433440,287961
794322,288219
708178,288864
198657,291058
554691,299432
144188,299632
300078,300071
881181,300071
300071,300078
102719,302212
927692,305009
146430,309038
306633,311188
212182,314132
145996,314361
458526,314461
226091,316194
264102,316194
248177,316569
788913,319715
34090,320784
120111,321343
205621,321576
504479,321576
1241228,321576
321343,321579
179220,322665
126951,324688
80358,324984
706742,327178
414616,328542
21230,328752
241731,329096
686647,329096
251244,329841
207201,331083
30963,333346
177188,334309
613404,337730
231954,339371
127402,340241
283392,340241
742770,340866
455216,343960
826483,344101
118928,344716
490258,344716
857327,345685
665549,346794
139216,347964
142882,347964
71841,349894
101808,350750
668948,350750
569737,350768
879480,350768
88759,350810
514637,352425
834932,353528
652881,355337
234898,356286
723412,357245
357332,357312
357312,357332
408206,359795
472193,359795
144182,360817
936252,360817
416901,361872
603838,366363
241248,366609
613260,369358
1192370,371606
564804,372372
393575,374009
772168,378466
246425,380783
924756,382438
523564,382466
902001,383143
186395,383250
263837,387263
372372,389179
465936,389262
136891,390066
198417,390066
170395,391714
1245019,391938
287809,394145
27451,396164
54830,396851
184626,397009
942008,397197
99519,400936
1000082,403796
508234,404547
817566,405085
266107,407185
665696,409583
248177,413536
269450,413801
597113,414114
757413,414114
328542,414616
266296,416163
197403,416749
853098,416901
95751,417859
253609,420110
287910,421899
